时间,CPU占用(%),用户态(%),系统态(%),iowait(%),软中断(%),内存使用(%),内存可用(MB),swap使用(MB),load1,load5,load15,磁盘读(MB/s),磁盘写(MB/s),网络发送(MB/s),网络接收(MB/s)
2026-09-13 15:24:44,1.76,0.76,1.01,0.25,0.0,15.34,6505.8,0.0,0.17,0.13,0.1,0.0,0.0,0.0,0.01
2026-09-13 15:24:45,6.03,4.77,1.01,0.75,0.25,15.4,6500.6,0.0,0.17,0.13,0.1,0.2,0.01,0.0,0.02
2026-09-13 15:24:46,17.05,12.21,4.33,14.25,0.51,15.77,6472.3,0.0,0.17,0.13,0.1,7.83,3.29,0.09,20.89
2026-09-13 15:24:47,9.07,7.05,2.02,7.56,0.0,15.81,6469.1,0.0,0.17,0.13,0.1,0.14,2.27,0.03,4.06
2026-09-13 15:24:48,7.07,5.05,1.77,0.0,0.25,15.99,6455.9,0.0,0.48,0.19,0.12,0.0,0.01,0.05,10.4
2026-09-13 15:24:49,11.34,8.31,2.52,8.31,0.5,15.98,6456.4,0.0,0.48,0.19,0.12,0.0,4.18,0.07,16.93
2026-09-13 15:24:50,4.79,3.27,1.26,0.5,0.25,16.11,6446.0,0.0,0.48,0.19,0.12,0.0,0.05,0.02,5.21
2026-09-13 15:24:51,1.51,0.25,1.26,2.01,0.0,15.92,6461.0,0.0,0.48,0.19,0.12,0.0,20.09,0.0,0.01
2026-09-13 15:24:52,2.01,1.0,1.0,0.0,0.0,15.93,6460.3,0.0,0.48,0.19,0.12,0.0,0.0,0.0,0.01
2026-09-13 15:24:53,13.32,10.8,2.26,0.75,0.25,15.89,6463.2,0.0,0.52,0.21,0.12,0.25,0.03,0.01,0.01
2026-09-13 15:24:54,6.31,3.28,2.53,0.25,0.51,17.1,6370.0,0.0,0.52,0.21,0.12,0.0,0.01,0.12,31.13
2026-09-13 15:24:55,3.52,2.51,1.01,0.0,0.0,17.05,6373.9,0.0,0.52,0.21,0.12,0.0,0.0,0.0,0.0
2026-09-13 15:24:56,5.6,2.54,2.54,13.23,0.51,16.74,6398.0,0.0,0.52,0.21,0.12,0.0,87.07,0.12,31.13
2026-09-13 15:24:57,1.5,0.75,0.5,0.75,0.25,16.74,6397.9,0.0,0.52,0.21,0.12,0.0,8.13,0.0,0.01
2026-09-13 15:24:58,1.26,0.5,0.76,0.0,0.0,16.66,6403.9,0.0,0.48,0.2,0.12,0.0,0.0,0.0,0.02
2026-09-13 15:24:59,4.06,2.54,1.27,2.28,0.25,16.57,6411.0,0.0,0.48,0.2,0.12,0.0,2.18,0.09,20.49
2026-09-13 15:25:00,6.06,3.79,2.02,0.0,0.25,17.59,6332.8,0.0,0.48,0.2,0.12,0.0,0.01,0.05,10.63
2026-09-13 15:25:01,8.33,5.05,2.53,1.01,0.76,18.09,6294.2,0.0,0.48,0.2,0.12,0.0,0.26,0.12,31.12
2026-09-13 15:25:02,1.26,0.75,0.5,0.0,0.0,18.09,6294.2,0.0,0.48,0.2,0.12,0.0,0.0,0.0,0.01
2026-09-13 15:25:03,1.76,0.76,1.01,0.0,0.0,18.08,6294.8,0.0,0.44,0.2,0.12,0.25,0.0,0.0,0.01
2026-09-13 15:25:04,4.27,3.02,1.26,0.25,0.0,18.0,6300.8,0.0,0.44,0.2,0.12,0.0,0.0,0.0,0.01
2026-09-13 15:25:05,6.8,3.27,2.77,1.01,0.76,17.3,6354.7,0.0,0.44,0.2,0.12,0.0,0.04,0.12,31.12
2026-09-13 15:25:06,4.27,2.76,1.26,0.0,0.25,17.29,6355.7,0.0,0.44,0.2,0.12,0.0,0.02,0.04,9.33
2026-09-13 15:25:07,4.8,2.53,2.02,0.0,0.25,17.59,6332.3,0.0,0.44,0.2,0.12,0.0,0.01,0.09,21.8
2026-09-13 15:25:08,10.58,8.31,2.02,0.5,0.25,17.65,6328.0,0.0,0.48,0.21,0.12,0.0,0.03,0.01,0.01
2026-09-13 15:25:09,3.28,2.53,0.76,0.0,0.0,17.52,6338.3,0.0,0.48,0.21,0.12,0.0,0.0,0.0,0.01
2026-09-13 15:25:10,5.05,2.27,2.53,1.77,0.25,18.16,6288.9,0.0,0.48,0.21,0.12,0.0,0.04,0.12,31.13
2026-09-13 15:25:11,1.5,0.5,0.75,0.75,0.25,18.11,6292.6,0.0,0.48,0.21,0.12,0.0,0.01,0.0,0.0
2026-09-13 15:25:12,8.38,5.08,2.79,0.0,0.51,17.35,6351.0,0.0,0.48,0.21,0.12,0.0,0.01,0.12,31.13
2026-09-13 15:25:13,1.51,0.5,1.01,0.0,0.0,17.23,6360.6,0.0,0.44,0.21,0.12,0.25,0.0,0.0,0.01
2026-09-13 15:25:14,2.26,1.0,1.0,0.25,0.25,17.23,6360.6,0.0,0.44,0.21,0.12,0.0,0.0,0.0,0.01
2026-09-13 15:25:15,16.5,11.68,3.81,5.58,1.02,17.07,6372.4,0.0,0.44,0.21,0.12,0.0,14.52,0.26,46.54
2026-09-13 15:25:16,21.72,19.19,2.27,17.68,0.25,17.6,6332.0,0.0,0.44,0.21,0.12,1.31,19.73,0.04,5.21
2026-09-13 15:25:17,26.13,23.62,2.51,5.53,0.0,18.79,6240.3,0.0,0.44,0.21,0.12,6.59,0.0,0.08,5.2
2026-09-13 15:25:18,11.08,7.81,3.02,0.0,0.25,19.05,6220.3,0.0,0.49,0.22,0.13,0.0,0.02,0.3,10.39
2026-09-13 15:25:19,6.3,4.03,1.51,0.0,0.76,19.28,6202.7,0.0,0.49,0.22,0.13,0.0,0.05,0.06,15.58
2026-09-13 15:25:20,2.51,1.51,1.01,0.25,0.0,19.18,6210.7,0.0,0.49,0.22,0.13,0.0,0.0,0.0,0.01
2026-09-13 15:25:21,7.3,4.03,2.77,12.09,0.5,19.77,6164.8,0.0,0.49,0.22,0.13,0.0,32.37,0.08,20.76
2026-09-13 15:25:22,1.01,0.51,0.51,0.0,0.0,19.78,6164.6,0.0,0.49,0.22,0.13,0.0,0.5,0.0,0.01
2026-09-13 15:25:23,14.14,11.11,2.53,0.51,0.51,19.9,6155.4,0.0,0.53,0.24,0.13,0.25,0.02,0.07,16.12
2026-09-13 15:25:24,5.78,3.27,2.26,0.25,0.25,19.79,6163.4,0.0,0.53,0.24,0.13,0.0,0.0,0.04,9.83
2026-09-13 15:25:25,1.26,0.5,0.75,0.0,0.0,19.79,6163.4,0.0,0.53,0.24,0.13,0.0,0.0,0.0,0.01
2026-09-13 15:25:26,5.29,2.52,2.02,9.57,0.76,19.5,6186.1,0.0,0.53,0.24,0.13,0.0,56.82,0.08,20.08
2026-09-13 15:25:27,5.28,2.51,2.51,5.03,0.25,20.56,6104.6,0.0,0.53,0.24,0.13,0.0,55.48,0.04,11.07
2026-09-13 15:25:28,1.75,0.75,1.0,0.0,0.0,20.46,6112.2,0.0,0.65,0.26,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:25:29,8.1,5.06,2.53,0.0,0.51,20.36,6119.8,0.0,0.65,0.26,0.14,0.0,0.0,0.12,31.13
2026-09-13 15:25:30,1.26,0.5,0.76,0.0,0.0,20.33,6121.8,0.0,0.65,0.26,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:25:31,2.52,1.51,0.76,2.77,0.25,20.2,6131.8,0.0,0.65,0.26,0.14,0.0,1.67,0.0,0.01
2026-09-13 15:25:32,6.36,3.05,2.8,5.34,0.51,20.4,6116.8,0.0,0.65,0.26,0.14,0.0,53.64,0.12,31.13
2026-09-13 15:25:33,2.01,0.75,1.01,1.26,0.25,20.4,6116.8,0.0,0.6,0.26,0.14,0.25,19.04,0.0,0.02
2026-09-13 15:25:34,4.28,3.27,1.01,0.0,0.0,20.43,6114.3,0.0,0.6,0.26,0.14,0.0,0.0,0.01,3.06
2026-09-13 15:25:35,5.57,2.78,2.53,0.0,0.25,20.15,6135.7,0.0,0.6,0.26,0.14,0.0,0.0,0.11,28.08
2026-09-13 15:25:36,0.76,0.25,0.51,0.0,0.0,20.13,6137.7,0.0,0.6,0.26,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:25:37,7.3,4.03,2.52,1.01,0.76,19.81,6161.7,0.0,0.6,0.26,0.14,0.0,0.06,0.12,31.13
2026-09-13 15:25:38,11.84,9.57,2.27,0.5,0.0,20.06,6142.8,0.0,0.55,0.26,0.14,0.0,0.02,0.01,0.01
2026-09-13 15:25:39,2.26,1.26,1.01,0.5,0.0,20.01,6146.8,0.0,0.55,0.26,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:25:40,8.33,5.3,2.27,0.0,0.76,19.94,6152.0,0.0,0.55,0.26,0.14,0.0,0.0,0.12,31.12
2026-09-13 15:25:41,1.26,0.75,0.5,0.0,0.0,19.94,6152.1,0.0,0.55,0.26,0.14,0.0,0.02,0.0,0.01
2026-09-13 15:25:42,1.26,0.25,1.01,0.0,0.0,19.94,6152.1,0.0,0.55,0.26,0.14,0.0,0.01,0.0,0.01
2026-09-13 15:25:43,8.12,4.82,2.79,0.25,0.51,20.18,6133.3,0.0,0.5,0.25,0.14,0.25,0.04,0.12,31.13
2026-09-13 15:25:44,1.76,1.01,0.76,0.25,0.0,20.11,6138.7,0.0,0.5,0.25,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:25:45,3.53,2.52,1.01,0.0,0.0,20.12,6138.0,0.0,0.5,0.25,0.14,0.0,0.0,0.0,0.02
2026-09-13 15:25:46,5.56,2.78,2.02,0.0,0.76,20.73,6091.3,0.0,0.5,0.25,0.14,0.0,0.0,0.12,31.13
2026-09-13 15:25:47,1.01,0.5,0.5,1.01,0.0,20.68,6095.1,0.0,0.5,0.25,0.14,0.0,1.38,0.0,0.01
2026-09-13 15:25:48,5.06,2.53,2.03,8.86,0.51,20.25,6128.4,0.0,0.46,0.25,0.14,0.0,73.36,0.08,18.88
2026-09-13 15:25:49,7.09,3.04,3.54,23.54,0.51,20.66,6096.7,0.0,0.46,0.25,0.14,0.0,225.49,0.05,12.25
2026-09-13 15:25:50,1.26,0.5,0.76,1.26,0.0,20.66,6096.5,0.0,0.46,0.25,0.14,0.0,19.11,0.0,0.01
2026-09-13 15:25:51,5.03,3.02,1.51,0.0,0.5,20.26,6127.2,0.0,0.46,0.25,0.14,0.0,0.0,0.11,28.56
2026-09-13 15:25:52,4.29,2.78,1.52,0.0,0.0,20.05,6143.5,0.0,0.46,0.25,0.14,0.0,0.0,0.01,2.58
2026-09-13 15:25:53,11.53,9.02,2.26,0.75,0.25,20.13,6137.8,0.0,0.43,0.24,0.14,0.25,2.19,0.01,0.01
2026-09-13 15:25:54,8.31,4.53,3.27,0.25,0.5,21.34,6044.3,0.0,0.43,0.24,0.14,0.0,0.04,0.12,31.12
2026-09-13 15:25:55,8.56,6.55,1.76,5.04,0.25,20.89,6078.9,0.0,0.43,0.24,0.14,0.0,2.81,0.03,7.08
2026-09-13 15:25:56,5.56,4.04,1.26,5.56,0.25,20.15,6136.1,0.0,0.43,0.24,0.14,0.0,1.69,0.02,5.2
2026-09-13 15:25:57,10.55,8.29,2.01,10.8,0.25,19.83,6160.5,0.0,0.43,0.24,0.14,0.0,3.92,0.03,6.1
2026-09-13 15:25:58,5.3,4.04,1.26,0.0,0.0,19.46,6188.7,0.0,0.39,0.24,0.14,0.0,0.0,0.02,5.2
2026-09-13 15:25:59,5.79,4.28,1.26,4.03,0.25,19.39,6194.3,0.0,0.39,0.24,0.14,0.0,1.72,0.02,3.49
2026-09-13 15:26:00,7.3,5.04,2.02,3.02,0.25,19.25,6205.4,0.0,0.39,0.24,0.14,0.0,39.93,0.02,5.2
2026-09-13 15:26:01,14.25,9.67,3.82,3.82,0.76,19.92,6153.9,0.0,0.39,0.24,0.14,0.0,1.68,0.2,49.12
2026-09-13 15:26:02,11.06,8.29,2.51,11.31,0.25,20.0,6147.3,0.0,0.39,0.24,0.14,0.0,5.59,0.03,7.03
2026-09-13 15:26:03,5.29,4.28,1.01,0.5,0.0,19.97,6149.4,0.0,0.36,0.23,0.14,0.25,0.26,0.0,0.01
2026-09-13 15:26:04,7.87,5.84,1.52,0.25,0.51,19.64,6174.8,0.0,0.36,0.23,0.14,0.0,0.01,0.05,10.4
2026-09-13 15:26:05,6.31,4.8,1.52,5.05,0.0,19.53,6183.8,0.0,0.36,0.23,0.14,0.0,2.28,0.03,7.42
2026-09-13 15:26:06,1.26,0.5,0.75,0.0,0.0,19.49,6186.2,0.0,0.36,0.23,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:26:07,3.77,2.51,1.01,0.0,0.25,19.42,6191.9,0.0,0.36,0.23,0.14,0.0,0.0,0.02,3.09
2026-09-13 15:26:08,13.64,11.36,2.27,2.78,0.0,19.29,6202.2,0.0,0.41,0.25,0.14,0.0,1.71,0.01,0.78
2026-09-13 15:26:09,7.34,3.54,2.78,0.0,1.01,20.08,6141.0,0.0,0.41,0.25,0.14,0.0,0.01,0.12,31.13
2026-09-13 15:26:10,9.85,7.32,2.27,4.8,0.25,20.25,6128.3,0.0,0.41,0.25,0.14,0.0,1.75,0.07,18.82
2026-09-13 15:26:11,2.26,1.01,1.01,0.0,0.25,20.22,6130.8,0.0,0.41,0.25,0.14,0.0,0.0,0.02,5.2
2026-09-13 15:26:12,13.42,10.13,2.53,7.09,0.76,19.88,6156.7,0.0,0.41,0.25,0.14,0.0,3.06,0.15,34.46
2026-09-13 15:26:13,5.01,2.51,2.26,0.75,0.25,20.33,6122.3,0.0,0.38,0.24,0.14,0.25,0.89,0.01,2.68
2026-09-13 15:26:14,2.01,1.01,1.01,0.5,0.0,20.35,6120.9,0.0,0.38,0.24,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:26:15,6.03,4.77,1.26,0.25,0.0,20.37,6119.1,0.0,0.38,0.24,0.14,0.0,0.04,0.0,0.02
2026-09-13 15:26:16,12.85,8.82,3.53,4.53,0.5,19.91,6154.6,0.0,0.38,0.24,0.14,0.0,1.69,0.09,20.86
2026-09-13 15:26:17,11.56,7.54,3.27,3.77,0.75,19.7,6170.7,0.0,0.38,0.24,0.14,0.0,1.68,0.14,34.0
2026-09-13 15:26:18,11.9,8.86,2.78,5.32,0.25,20.38,6118.6,0.0,0.35,0.24,0.14,0.0,2.25,0.06,12.64
2026-09-13 15:26:19,6.3,4.53,1.51,3.78,0.25,20.24,6128.8,0.0,0.35,0.24,0.14,0.0,1.38,0.04,8.57
2026-09-13 15:26:20,6.02,4.26,1.5,5.51,0.25,19.62,6176.9,0.0,0.35,0.24,0.14,0.0,1.98,0.03,7.55
2026-09-13 15:26:21,7.04,4.52,2.01,20.85,0.5,19.2,6209.1,0.0,0.35,0.24,0.14,0.0,34.37,0.03,5.72
2026-09-13 15:26:22,5.51,4.26,1.25,0.5,0.0,19.23,6206.9,0.0,0.35,0.24,0.14,0.0,0.01,0.0,0.01
2026-09-13 15:26:23,23.66,17.3,5.6,4.58,0.76,19.99,6148.5,0.0,0.4,0.25,0.14,0.0,1.95,0.18,42.07
2026-09-13 15:26:24,9.55,7.79,1.76,1.01,0.0,19.81,6161.8,0.0,0.4,0.25,0.14,0.25,0.02,0.0,0.09
2026-09-13 15:26:25,5.08,3.81,1.02,3.3,0.25,19.36,6196.4,0.0,0.4,0.25,0.14,0.0,1.68,0.04,9.82
2026-09-13 15:26:26,1.75,0.75,1.0,0.0,0.0,19.29,6201.6,0.0,0.4,0.25,0.14,0.0,0.0,0.0,0.01
2026-09-13 15:26:27,5.58,2.54,2.79,28.93,0.25,19.2,6208.9,0.0,0.4,0.25,0.14,0.0,193.07,0.0,0.01
2026-09-13 15:26:28,8.84,5.81,2.78,12.63,0.25,19.1,6216.7,0.0,0.45,0.26,0.15,0.0,142.91,0.02,5.21
2026-09-13 15:26:29,20.05,14.21,4.82,11.68,1.02,20.66,6096.7,0.0,0.45,0.26,0.15,0.0,6.08,0.21,43.63
2026-09-13 15:26:30,8.06,5.79,1.76,8.31,0.5,20.37,6118.9,0.0,0.45,0.26,0.15,0.0,3.95,0.06,13.57
2026-09-13 15:26:31,5.29,3.53,1.51,0.0,0.25,20.42,6114.8,0.0,0.45,0.26,0.15,0.0,0.0,0.02,5.2
2026-09-13 15:26:32,5.29,3.53,1.51,0.0,0.25,20.1,6139.4,0.0,0.45,0.26,0.15,0.0,0.01,0.04,10.4
2026-09-13 15:26:33,1.26,0.25,1.01,0.0,0.0,20.01,6146.9,0.0,0.41,0.26,0.15,0.0,0.01,0.0,0.01
2026-09-13 15:26:34,4.8,3.54,1.26,0.51,0.0,19.88,6156.7,0.0,0.41,0.26,0.15,0.25,0.04,0.0,0.02
2026-09-13 15:26:35,6.84,4.05,2.28,0.0,0.51,20.08,6141.2,0.0,0.41,0.26,0.15,0.0,0.0,0.1,23.92
2026-09-13 15:26:36,9.07,6.3,2.27,9.07,0.5,20.0,6147.4,0.0,0.41,0.26,0.15,0.0,2.51,0.08,20.83
2026-09-13 15:26:37,3.02,2.02,1.01,2.77,0.0,20.02,6145.6,0.0,0.41,0.26,0.15,0.0,1.68,0.0,0.01
2026-09-13 15:26:38,4.53,3.27,1.26,0.25,0.0,20.0,6147.3,0.0,0.38,0.25,0.15,0.0,0.01,0.0,0.01
2026-09-13 15:26:39,15.11,12.59,2.27,0.76,0.25,19.64,6174.8,0.0,0.38,0.25,0.15,0.0,0.03,0.03,5.2
2026-09-13 15:26:40,12.69,8.63,3.3,2.03,0.76,20.19,6132.5,0.0,0.38,0.25,0.15,0.0,0.3,0.15,36.32
2026-09-13 15:26:41,14.97,10.41,3.81,14.72,0.76,20.12,6138.1,0.0,0.38,0.25,0.15,0.0,4.72,0.15,30.89
2026-09-13 15:26:42,1.51,0.5,0.75,2.76,0.25,20.12,6138.3,0.0,0.38,0.25,0.15,0.0,0.9,0.0,0.01
2026-09-13 15:26:43,5.76,4.26,1.5,7.52,0.0,20.53,6106.8,0.0,0.43,0.27,0.15,0.0,1.7,0.02,4.37
2026-09-13 15:26:44,4.53,3.27,1.01,0.0,0.25,20.43,6114.0,0.0,0.43,0.27,0.15,0.25,0.0,0.0,0.01
2026-09-13 15:26:45,5.08,3.05,1.78,0.51,0.25,19.66,6173.9,0.0,0.43,0.27,0.15,0.0,0.05,0.1,26.09
2026-09-13 15:26:46,13.57,9.8,3.52,5.28,0.25,20.56,6104.2,0.0,0.43,0.27,0.15,0.0,2.25,0.04,9.31
2026-09-13 15:26:47,8.88,6.09,2.28,3.81,0.51,20.37,6119.0,0.0,0.43,0.27,0.15,0.0,1.93,0.1,23.76
2026-09-13 15:26:48,1.26,0.5,0.76,0.0,0.0,20.37,6119.1,0.0,0.39,0.26,0.15,0.0,0.0,0.0,0.01
2026-09-13 15:26:49,3.27,2.26,0.75,0.0,0.25,20.38,6118.4,0.0,0.39,0.26,0.15,0.0,0.0,0.0,0.01
2026-09-13 15:26:50,12.59,9.32,2.77,10.33,0.5,20.13,6137.3,0.0,0.39,0.26,0.15,0.0,1.71,0.11,27.64
2026-09-13 15:26:51,15.15,10.86,3.79,10.1,0.51,20.3,6124.3,0.0,0.39,0.26,0.15,0.0,3.95,0.1,24.32
2026-09-13 15:26:52,7.54,5.78,1.26,0.0,0.5,20.11,6138.6,0.0,0.39,0.26,0.15,0.0,0.01,0.03,5.21
2026-09-13 15:26:53,11.84,8.82,2.52,6.05,0.5,19.9,6154.8,0.0,0.36,0.26,0.15,0.0,3.36,0.06,14.77
2026-09-13 15:26:54,12.34,9.57,2.77,3.78,0.0,19.61,6177.3,0.0,0.36,0.26,0.15,0.25,39.1,0.01,0.01
2026-09-13 15:26:55,17.42,13.64,3.03,7.07,0.76,19.26,6204.5,0.0,0.36,0.26,0.15,0.0,2.56,0.1,23.03
2026-09-13 15:26:56,4.3,2.03,1.77,8.86,0.51,19.51,6184.7,0.0,0.36,0.26,0.15,0.0,16.69,0.06,10.81
2026-09-13 15:26:57,5.54,4.28,1.26,2.27,0.0,19.52,6184.6,0.0,0.36,0.26,0.15,0.0,3.28,0.0,0.02
2026-09-13 15:26:58,13.03,9.27,3.01,2.76,0.75,19.29,6201.9,0.0,0.41,0.27,0.16,0.0,0.8,0.1,22.92
2026-09-13 15:26:59,9.92,7.38,2.29,14.76,0.25,19.6,6178.5,0.0,0.41,0.27,0.16,0.0,49.79,0.07,16.11
2026-09-13 15:27:00,2.8,1.02,1.53,46.06,0.25,19.58,6179.5,0.0,0.41,0.27,0.16,0.0,100.84,0.01,1.97
2026-09-13 15:27:01,11.31,9.05,2.01,4.77,0.25,19.4,6193.9,0.0,0.41,0.27,0.16,0.0,0.34,0.05,11.31
2026-09-13 15:27:02,10.61,6.82,3.03,20.45,0.76,19.42,6192.0,0.0,0.41,0.27,0.16,0.0,5.6,0.1,23.65
2026-09-13 15:27:03,3.52,2.51,1.01,0.0,0.0,19.39,6194.4,0.0,0.46,0.28,0.16,0.0,0.01,0.0,0.01
2026-09-13 15:27:04,14.14,10.35,3.54,0.0,0.25,19.27,6203.9,0.0,0.46,0.28,0.16,0.25,0.03,0.07,15.59
2026-09-13 15:27:05,7.25,4.75,2.0,4.25,0.5,19.21,6208.1,0.0,0.46,0.28,0.16,0.0,1.69,0.06,12.57
2026-09-13 15:27:06,2.53,1.26,1.26,7.83,0.0,19.06,6219.4,0.0,0.46,0.28,0.16,0.0,92.22,0.0,0.01
2026-09-13 15:27:07,17.42,13.89,2.78,8.33,0.76,19.31,6200.5,0.0,0.46,0.28,0.16,0.0,2.51,0.1,23.95
2026-09-13 15:27:08,9.05,6.28,2.51,10.05,0.25,19.31,6200.3,0.0,0.5,0.3,0.16,0.0,3.14,0.05,13.1
2026-09-13 15:27:09,23.1,19.29,3.55,4.06,0.25,19.03,6221.7,0.0,0.5,0.3,0.16,0.0,1.71,0.06,12.41
2026-09-13 15:27:10,3.04,1.77,1.27,0.0,0.0,19.18,6210.2,0.0,0.5,0.3,0.16,0.0,0.0,0.04,10.39
2026-09-13 15:27:11,4.01,2.51,1.25,0.25,0.25,19.23,6206.4,0.0,0.5,0.3,0.16,0.0,5.25,0.0,0.01
2026-09-13 15:27:12,3.03,1.52,1.26,3.79,0.25,19.42,6191.8,0.0,0.5,0.3,0.16,0.0,14.55,0.04,10.4
2026-09-13 15:27:13,3.53,2.77,0.76,0.0,0.0,19.48,6187.8,0.0,0.46,0.29,0.16,0.0,0.0,0.01,1.7
2026-09-13 15:27:14,12.18,7.36,4.31,0.51,0.51,20.14,6136.3,0.0,0.46,0.29,0.16,0.25,0.0,0.16,39.82
2026-09-13 15:27:15,26.2,23.43,2.27,3.53,0.5,19.95,6151.4,0.0,0.46,0.29,0.16,0.0,2.0,0.26,16.08
2026-09-13 15:27:16,16.62,14.11,2.27,0.76,0.25,19.41,6192.7,0.0,0.46,0.29,0.16,0.0,0.27,0.19,11.92
2026-09-13 15:27:17,4.05,2.78,1.01,4.81,0.25,19.26,6204.6,0.0,0.46,0.29,0.16,0.0,43.66,0.04,10.39
2026-09-13 15:27:18,4.8,3.28,1.52,0.0,0.0,19.44,6190.3,0.0,0.43,0.29,0.16,0.0,0.01,0.02,3.76
2026-09-13 15:27:19,6.28,4.02,2.01,0.25,0.25,19.78,6164.5,0.0,0.43,0.29,0.16,0.0,0.01,0.06,14.56
2026-09-13 15:27:20,7.04,4.27,2.51,0.0,0.25,20.06,6142.8,0.0,0.43,0.29,0.16,0.0,0.38,0.05,12.85
2026-09-13 15:27:21,1.26,0.5,0.5,0.0,0.25,20.06,6142.8,0.0,0.43,0.29,0.16,0.0,0.0,0.0,0.01
2026-09-13 15:27:22,6.06,3.79,2.02,0.51,0.25,20.0,6147.1,0.0,0.43,0.29,0.16,0.0,8.53,0.06,15.57
2026-09-13 15:27:23,3.02,2.01,1.01,0.25,0.0,20.0,6147.2,0.0,0.39,0.28,0.16,0.0,0.04,0.0,0.01
2026-09-13 15:27:24,15.91,11.62,3.79,0.76,0.51,20.24,6128.6,0.0,0.39,0.28,0.16,0.25,0.03,0.09,20.75
2026-09-13 15:27:25,1.26,0.5,0.75,0.0,0.0,20.24,6128.7,0.0,0.39,0.28,0.16,0.0,0.03,0.0,0.01
2026-09-13 15:27:26,8.29,5.28,2.51,0.0,0.5,20.24,6128.9,0.0,0.39,0.28,0.16,0.0,0.0,0.1,25.94
2026-09-13 15:27:27,1.26,0.5,0.76,6.05,0.0,20.26,6127.2,0.0,0.39,0.28,0.16,0.0,8.32,0.0,0.01
2026-09-13 15:27:28,2.01,0.75,1.01,16.08,0.25,20.18,6133.4,0.0,0.6,0.33,0.18,0.0,54.34,0.0,0.01
2026-09-13 15:27:29,7.63,4.83,2.29,4.58,0.51,20.56,6104.3,0.0,0.6,0.33,0.18,0.0,0.06,0.12,31.13
2026-09-13 15:27:30,1.51,0.5,1.01,0.0,0.0,20.51,6108.3,0.0,0.6,0.33,0.18,0.0,0.0,0.0,0.01
2026-09-13 15:27:31,4.03,2.77,1.01,0.0,0.25,20.35,6120.6,0.0,0.6,0.33,0.18,0.0,0.01,0.04,8.85
2026-09-13 15:27:32,5.29,3.02,1.76,0.0,0.5,20.37,6119.3,0.0,0.6,0.33,0.18,0.0,0.0,0.09,22.29
2026-09-13 15:27:33,2.51,1.76,0.75,0.75,0.0,20.36,6120.0,0.0,0.55,0.32,0.18,0.0,7.0,0.0,0.01
2026-09-13 15:27:34,7.09,3.29,3.04,25.57,0.76,20.13,6137.7,0.0,0.55,0.32,0.18,0.25,209.62,0.04,8.79
2026-09-13 15:27:35,5.82,2.53,2.78,12.41,0.51,21.05,6067.0,0.0,0.55,0.32,0.18,0.0,119.18,0.09,22.35
2026-09-13 15:27:36,1.26,0.5,0.75,0.0,0.0,21.05,6067.0,0.0,0.55,0.32,0.18,0.0,0.0,0.0,0.01
