时间,CPU占用(%),用户态(%),系统态(%),iowait(%),软中断(%),内存使用(%),内存可用(MB),swap使用(MB),load1,load5,load15,磁盘读(MB/s),磁盘写(MB/s),网络发送(MB/s),网络接收(MB/s)
2026-09-13 15:01:41,1.01,0.25,0.76,0.0,0.0,15.19,6517.1,0.0,0.43,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:42,1.51,0.75,0.75,0.25,0.0,15.2,6516.2,0.0,0.39,0.18,0.06,0.0,0.01,0.0,0.01
2026-09-13 15:01:43,1.25,0.25,1.0,0.0,0.0,15.2,6516.2,0.0,0.39,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:44,1.26,0.25,1.01,0.0,0.0,15.2,6516.2,0.0,0.39,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:45,1.5,0.5,0.75,0.0,0.25,15.2,6515.9,0.0,0.39,0.18,0.06,0.0,0.0,0.0,0.02
2026-09-13 15:01:46,1.52,0.51,1.01,0.0,0.0,15.26,6511.5,0.0,0.39,0.18,0.06,0.25,0.0,0.0,0.01
2026-09-13 15:01:47,1.26,0.25,1.01,0.0,0.0,15.27,6511.2,0.0,0.36,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:48,1.01,0.25,0.75,0.0,0.0,15.27,6511.2,0.0,0.36,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:49,2.01,1.01,1.01,0.25,0.0,15.27,6510.8,0.0,0.36,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:50,2.02,1.26,0.76,0.5,0.0,15.27,6510.8,0.0,0.36,0.18,0.06,0.0,0.01,0.0,0.01
2026-09-13 15:01:51,1.01,0.5,0.5,0.0,0.0,15.27,6510.8,0.0,0.36,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:52,1.5,0.5,0.75,0.0,0.25,15.27,6510.9,0.0,0.33,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:53,1.26,0.5,0.75,0.0,0.0,15.27,6510.9,0.0,0.33,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:54,1.27,0.51,0.76,2.03,0.0,15.27,6510.8,0.0,0.33,0.17,0.06,0.18,0.01,0.12,0.01
2026-09-13 15:01:55,1.26,0.5,0.75,0.0,0.0,15.27,6510.6,0.0,0.33,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:01:56,1.51,0.5,1.01,0.0,0.0,15.31,6507.9,0.0,0.33,0.17,0.06,0.25,0.0,0.0,0.01
2026-09-13 15:01:57,1.76,0.5,1.01,9.3,0.25,15.31,6507.7,0.0,0.39,0.19,0.06,0.0,85.31,0.0,0.01
2026-09-13 15:01:58,1.51,0.5,1.01,6.3,0.0,15.31,6507.7,0.0,0.39,0.19,0.06,0.0,48.19,0.0,0.01
2026-09-13 15:01:59,1.51,0.76,0.76,1.76,0.0,15.32,6507.3,0.0,0.39,0.19,0.06,0.0,1.26,0.0,0.01
2026-09-13 15:02:00,1.01,0.5,0.5,0.0,0.0,15.32,6507.3,0.0,0.39,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:01,1.26,0.25,0.76,0.0,0.25,15.32,6507.1,0.0,0.39,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:02,1.5,0.75,0.75,0.0,0.0,15.32,6506.8,0.0,0.36,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:03,1.26,0.5,0.76,0.25,0.0,15.34,6505.9,0.0,0.36,0.18,0.06,0.0,0.04,0.0,0.01
2026-09-13 15:02:04,1.5,0.5,1.0,0.0,0.0,15.33,6506.1,0.0,0.36,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:05,1.01,0.25,0.76,0.0,0.0,15.33,6506.1,0.0,0.36,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:06,1.76,0.76,1.01,0.0,0.0,15.36,6504.1,0.0,0.36,0.18,0.06,0.25,0.13,0.0,0.01
2026-09-13 15:02:07,1.26,0.5,0.75,0.0,0.0,15.36,6503.9,0.0,0.33,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:08,1.51,0.5,1.01,0.0,0.0,15.36,6503.6,0.0,0.33,0.18,0.06,0.0,0.0,0.0,0.02
2026-09-13 15:02:09,2.53,1.77,0.76,0.51,0.0,15.37,6503.5,0.0,0.33,0.18,0.06,0.0,0.0,0.0,0.02
2026-09-13 15:02:10,1.75,0.5,1.0,0.0,0.25,15.37,6503.4,0.0,0.33,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:11,1.26,0.25,1.01,0.0,0.0,15.37,6503.0,0.0,0.33,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:12,1.26,0.5,0.75,0.0,0.0,15.37,6502.9,0.0,0.3,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:13,1.01,0.25,0.76,0.0,0.0,15.37,6502.9,0.0,0.3,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:14,1.01,0.25,0.76,0.0,0.0,15.37,6502.9,0.0,0.3,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:15,1.51,0.5,1.01,0.0,0.0,15.38,6502.7,0.0,0.3,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:16,1.76,0.5,1.01,0.0,0.25,15.38,6502.6,0.0,0.3,0.18,0.06,0.25,0.01,0.0,0.01
2026-09-13 15:02:17,1.26,0.5,0.75,2.01,0.0,15.36,6503.9,0.0,0.36,0.19,0.06,1.38,0.0,0.0,0.01
2026-09-13 15:02:18,1.01,0.25,0.76,0.0,0.0,15.36,6503.8,0.0,0.36,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:19,2.51,1.01,1.26,0.0,0.25,15.37,6503.6,0.0,0.36,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:20,1.26,0.5,0.75,0.0,0.0,15.37,6503.6,0.0,0.36,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:21,1.01,0.51,0.51,0.0,0.0,15.37,6503.6,0.0,0.36,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:22,1.01,0.25,0.76,0.5,0.0,15.37,6503.3,0.0,0.33,0.19,0.06,0.0,0.06,0.0,0.01
2026-09-13 15:02:23,1.5,0.5,1.0,0.0,0.0,15.37,6503.1,0.0,0.33,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:24,1.01,0.25,0.76,0.0,0.0,15.37,6502.8,0.0,0.33,0.19,0.06,0.0,0.0,0.0,0.0
2026-09-13 15:02:25,1.5,0.25,1.0,0.0,0.25,15.38,6502.6,0.0,0.33,0.19,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:26,2.26,1.01,1.26,0.0,0.0,15.11,6523.1,0.0,0.33,0.19,0.06,0.25,0.0,0.0,0.01
2026-09-13 15:02:27,1.01,0.25,0.76,0.76,0.0,15.11,6522.9,0.0,0.3,0.18,0.06,0.0,0.04,0.0,0.01
2026-09-13 15:02:28,2.76,1.76,1.01,0.25,0.0,15.02,6530.0,0.0,0.3,0.18,0.06,0.0,0.01,0.0,0.01
2026-09-13 15:02:29,2.01,0.75,1.26,0.25,0.0,14.89,6540.0,0.0,0.3,0.18,0.06,0.0,0.01,0.0,0.01
2026-09-13 15:02:30,1.01,0.25,0.76,0.0,0.0,14.89,6540.0,0.0,0.3,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:31,1.26,0.25,0.75,0.5,0.25,14.9,6539.5,0.0,0.3,0.18,0.06,0.08,0.06,0.0,0.01
2026-09-13 15:02:32,1.26,0.5,0.75,0.0,0.0,14.9,6539.3,0.0,0.28,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:33,1.26,0.25,1.01,0.0,0.0,14.9,6539.3,0.0,0.28,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:34,14.57,12.81,1.76,0.0,0.0,15.05,6527.7,0.0,0.28,0.18,0.06,0.0,0.0,0.03,0.02
2026-09-13 15:02:35,8.29,7.04,1.26,1.26,0.0,15.09,6524.6,0.0,0.28,0.18,0.06,0.0,0.76,0.0,0.01
2026-09-13 15:02:36,20.2,13.13,6.82,2.02,0.25,14.95,6535.5,0.0,0.28,0.18,0.06,0.29,0.12,0.01,0.02
2026-09-13 15:02:37,1.25,0.5,0.75,0.0,0.0,14.95,6535.5,0.0,0.26,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:38,1.0,0.5,0.5,0.0,0.0,14.95,6535.5,0.0,0.26,0.18,0.06,0.0,0.0,0.0,0.0
2026-09-13 15:02:39,1.51,0.75,0.75,0.25,0.0,14.97,6533.9,0.0,0.26,0.18,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:40,25.63,21.61,4.02,0.0,0.0,15.81,6469.5,0.0,0.26,0.18,0.06,0.0,0.15,0.17,0.15
2026-09-13 15:02:41,6.3,4.28,2.02,1.01,0.0,16.0,6455.1,0.0,0.26,0.18,0.06,0.0,0.06,0.0,0.01
2026-09-13 15:02:42,10.05,8.29,1.76,0.75,0.0,16.29,6432.4,0.0,0.23,0.17,0.06,0.0,0.02,0.0,0.01
2026-09-13 15:02:43,1.51,0.5,1.01,0.0,0.0,16.32,6430.5,0.0,0.23,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:44,1.26,0.25,1.01,0.0,0.0,16.3,6431.6,0.0,0.23,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:45,1.26,0.51,0.76,0.0,0.0,16.21,6438.8,0.0,0.23,0.17,0.06,0.0,0.0,0.0,0.02
2026-09-13 15:02:46,2.26,0.5,1.51,0.25,0.25,16.08,6448.7,0.0,0.23,0.17,0.06,0.25,0.04,0.0,0.01
2026-09-13 15:02:47,2.76,1.75,1.0,0.25,0.0,15.83,6467.6,0.0,0.22,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:48,1.01,0.25,0.76,0.0,0.0,15.73,6475.7,0.0,0.22,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:49,2.51,1.26,1.26,0.0,0.0,15.63,6483.5,0.0,0.22,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:50,1.26,0.5,0.5,0.0,0.25,15.52,6491.6,0.0,0.22,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:51,1.51,0.5,1.01,0.0,0.0,15.44,6498.1,0.0,0.22,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:52,1.5,0.5,1.0,0.25,0.0,15.35,6504.4,0.0,0.2,0.17,0.06,0.0,0.01,0.0,0.01
2026-09-13 15:02:53,1.01,0.51,0.51,0.0,0.0,15.28,6510.1,0.0,0.2,0.17,0.06,0.0,0.09,0.0,0.01
2026-09-13 15:02:54,1.76,0.5,1.26,0.0,0.0,15.21,6515.3,0.0,0.2,0.17,0.06,0.0,0.0,0.0,0.0
2026-09-13 15:02:55,1.01,0.25,0.76,0.0,0.0,15.13,6521.7,0.0,0.2,0.17,0.06,0.0,0.0,0.0,0.01
2026-09-13 15:02:56,2.26,1.01,1.26,0.0,0.0,15.09,6524.7,0.0,0.2,0.17,0.06,0.25,0.0,0.0,0.01
2026-09-13 15:02:57,1.01,0.0,1.01,0.51,0.0,15.06,6527.4,0.0,0.34,0.2,0.07,0.0,0.01,0.0,0.02
2026-09-13 15:02:58,1.75,0.75,1.0,0.0,0.0,15.02,6529.9,0.0,0.34,0.2,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:02:59,1.77,1.01,0.76,0.0,0.0,14.99,6532.1,0.0,0.34,0.2,0.07,0.0,0.0,0.0,0.0
2026-09-13 15:03:00,1.51,0.5,1.01,0.0,0.0,14.99,6532.4,0.0,0.34,0.2,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:01,1.26,0.5,0.75,0.0,0.0,14.99,6532.6,0.0,0.34,0.2,0.07,0.0,0.0,0.0,0.0
2026-09-13 15:03:02,1.51,0.5,1.01,0.0,0.0,14.98,6533.1,0.0,0.31,0.19,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:03,1.26,0.25,1.01,0.0,0.0,14.97,6533.6,0.0,0.31,0.19,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:04,1.51,0.75,0.75,0.0,0.0,14.98,6533.3,0.0,0.31,0.19,0.07,0.0,0.0,0.0,0.0
2026-09-13 15:03:05,1.26,0.25,1.01,0.0,0.0,14.99,6532.5,0.0,0.31,0.19,0.07,0.0,0.0,0.0,0.0
2026-09-13 15:03:06,3.26,1.75,1.5,0.25,0.0,15.0,6531.6,0.0,0.31,0.19,0.07,0.25,0.0,0.0,0.01
2026-09-13 15:03:07,1.76,0.5,1.01,1.26,0.25,14.99,6532.3,0.0,0.37,0.21,0.08,0.0,0.89,0.0,0.01
2026-09-13 15:03:08,1.75,0.75,1.0,0.0,0.0,14.99,6532.5,0.0,0.37,0.21,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:09,1.76,0.76,1.01,0.25,0.0,14.99,6532.1,0.0,0.37,0.21,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:10,1.52,0.51,1.01,10.89,0.0,15.0,6531.4,0.0,0.37,0.21,0.08,0.0,88.01,0.0,0.01
2026-09-13 15:03:11,1.51,0.5,1.01,0.0,0.0,15.01,6530.6,0.0,0.37,0.21,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:12,1.75,0.5,1.0,0.0,0.25,15.02,6530.1,0.0,0.34,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:13,1.26,0.25,1.01,0.0,0.0,15.03,6529.6,0.0,0.34,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:14,1.51,0.5,1.01,0.0,0.0,15.03,6529.5,0.0,0.34,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:15,1.26,0.5,0.76,5.54,0.0,15.03,6529.5,0.0,0.34,0.2,0.08,0.0,42.71,0.0,0.01
2026-09-13 15:03:16,2.27,0.76,1.51,0.0,0.0,15.09,6524.5,0.0,0.34,0.2,0.08,0.25,2.78,0.0,0.01
2026-09-13 15:03:17,1.26,0.5,0.5,0.0,0.25,15.09,6524.6,0.0,0.31,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:18,1.52,0.51,1.01,0.0,0.0,15.09,6524.5,0.0,0.31,0.2,0.08,0.0,0.25,0.0,0.01
2026-09-13 15:03:19,1.76,0.76,1.01,2.02,0.0,15.09,6525.0,0.0,0.31,0.2,0.08,0.0,0.29,0.0,0.01
2026-09-13 15:03:20,2.01,0.75,1.25,0.0,0.0,15.04,6528.7,0.0,0.31,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:21,1.51,0.5,1.01,0.0,0.0,15.04,6528.9,0.0,0.31,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:22,1.51,0.5,1.01,0.5,0.0,15.04,6528.9,0.0,0.29,0.2,0.08,0.0,0.01,0.0,0.01
2026-09-13 15:03:23,1.75,0.5,1.0,0.0,0.25,15.03,6529.1,0.0,0.29,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:24,1.51,0.5,1.01,0.0,0.0,15.04,6528.9,0.0,0.29,0.2,0.08,0.0,0.0,0.0,0.0
2026-09-13 15:03:25,2.51,1.5,1.0,0.25,0.0,15.02,6529.9,0.0,0.29,0.2,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:26,2.02,0.76,1.26,0.0,0.0,15.02,6530.1,0.0,0.29,0.2,0.08,0.25,0.0,0.0,0.01
2026-09-13 15:03:27,1.75,0.5,1.25,0.0,0.0,15.01,6530.8,0.0,0.26,0.19,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:28,1.51,0.5,1.01,1.01,0.0,15.0,6531.5,0.0,0.26,0.19,0.08,0.0,0.05,0.0,0.01
2026-09-13 15:03:29,2.01,1.01,1.01,0.25,0.0,15.01,6531.2,0.0,0.26,0.19,0.08,0.0,0.16,0.0,0.01
2026-09-13 15:03:30,1.26,0.5,0.5,0.0,0.25,15.0,6531.6,0.0,0.26,0.19,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:31,1.51,0.5,1.01,0.0,0.0,14.81,6546.2,0.0,0.26,0.19,0.08,0.0,0.0,0.0,0.01
2026-09-13 15:03:32,1.5,0.5,1.0,0.0,0.0,14.82,6545.7,0.0,0.24,0.19,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:33,1.76,0.5,1.26,0.5,0.0,14.82,6545.7,0.0,0.24,0.19,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:03:34,1.51,0.5,1.01,0.0,0.0,14.82,6545.8,0.0,0.24,0.19,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:03:35,1.76,0.75,1.01,0.0,0.0,14.83,6544.7,0.0,0.24,0.19,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:36,11.08,8.82,2.27,0.5,0.0,14.74,6551.5,0.0,0.24,0.19,0.07,0.25,0.03,0.01,0.01
2026-09-13 15:03:37,1.51,0.5,1.01,0.0,0.0,14.77,6549.4,0.0,0.22,0.19,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:38,2.01,0.75,1.0,0.0,0.25,14.77,6549.1,0.0,0.22,0.19,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:39,1.76,0.76,1.01,0.25,0.0,14.78,6548.8,0.0,0.22,0.19,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:40,1.51,0.5,1.01,0.0,0.0,14.78,6548.3,0.0,0.22,0.19,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:03:41,1.76,0.5,1.26,1.26,0.0,14.69,6555.7,0.0,0.22,0.19,0.07,0.0,0.9,0.0,0.01
2026-09-13 15:03:42,1.76,0.75,1.01,0.25,0.0,14.7,6554.8,0.0,0.2,0.18,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:03:43,1.26,0.5,0.76,0.0,0.0,14.7,6554.8,0.0,0.2,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:44,2.51,1.51,1.01,0.25,0.0,14.72,6553.5,0.0,0.2,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:45,1.51,0.5,0.75,0.0,0.25,14.73,6552.6,0.0,0.2,0.18,0.07,0.0,0.0,0.0,0.02
2026-09-13 15:03:46,2.01,1.01,1.01,0.0,0.0,14.8,6546.9,0.0,0.2,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:47,1.51,0.5,1.01,0.0,0.0,14.8,6546.8,0.0,0.19,0.18,0.07,0.25,0.0,0.0,0.01
2026-09-13 15:03:48,1.26,0.5,0.76,0.0,0.0,14.81,6546.4,0.0,0.19,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:49,2.27,1.01,1.26,0.5,0.0,14.81,6545.9,0.0,0.19,0.18,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:03:50,1.01,0.25,0.76,0.0,0.0,14.81,6545.9,0.0,0.19,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:51,1.76,0.5,1.26,0.0,0.0,14.82,6545.7,0.0,0.19,0.18,0.07,0.0,0.38,0.0,0.01
2026-09-13 15:03:52,1.75,0.5,1.0,0.0,0.25,14.82,6545.6,0.0,0.17,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:53,1.51,0.5,1.01,0.0,0.0,14.82,6545.4,0.0,0.17,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:54,1.5,0.5,1.0,0.0,0.0,14.83,6545.0,0.0,0.17,0.18,0.07,0.0,0.0,0.0,0.0
2026-09-13 15:03:55,1.75,0.5,1.25,0.0,0.0,14.84,6543.9,0.0,0.17,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:56,1.26,0.25,1.01,0.0,0.0,14.84,6543.7,0.0,0.17,0.18,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:57,2.27,0.76,1.51,0.0,0.0,14.85,6543.3,0.0,0.16,0.17,0.07,0.25,0.38,0.0,0.01
2026-09-13 15:03:58,1.75,0.75,1.0,0.0,0.0,14.85,6543.4,0.0,0.16,0.17,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:03:59,1.76,1.01,0.75,0.5,0.0,14.86,6542.8,0.0,0.16,0.17,0.07,0.0,0.0,0.0,0.0
2026-09-13 15:04:00,1.51,0.5,1.01,0.0,0.0,14.86,6542.7,0.0,0.16,0.17,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:01,1.26,0.25,1.01,0.0,0.0,14.86,6542.4,0.0,0.16,0.17,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:02,1.51,0.25,1.26,0.0,0.0,14.86,6542.3,0.0,0.15,0.17,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:03,3.01,1.75,1.25,0.0,0.0,14.86,6542.1,0.0,0.15,0.17,0.07,0.0,0.38,0.0,0.01
2026-09-13 15:04:04,1.51,0.25,1.26,0.0,0.0,14.86,6542.6,0.0,0.15,0.17,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:04:05,1.26,0.5,0.76,0.0,0.0,14.86,6542.7,0.0,0.15,0.17,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:06,1.76,0.25,1.26,0.0,0.25,14.85,6542.8,0.0,0.15,0.17,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:07,2.01,0.75,1.25,0.0,0.0,14.85,6542.8,0.0,0.13,0.17,0.07,0.25,0.0,0.0,0.01
2026-09-13 15:04:08,1.76,0.5,1.26,0.0,0.0,14.85,6543.1,0.0,0.13,0.17,0.07,0.0,0.0,0.0,0.0
2026-09-13 15:04:09,1.52,0.76,0.76,0.25,0.0,14.87,6542.0,0.0,0.13,0.17,0.07,0.0,0.38,0.0,0.01
2026-09-13 15:04:10,1.51,0.5,1.01,0.0,0.0,14.87,6541.8,0.0,0.13,0.17,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:04:11,5.78,1.51,4.02,0.0,0.25,14.91,6538.6,0.0,0.13,0.17,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:12,8.08,1.77,6.31,0.0,0.0,14.86,6542.5,0.0,0.12,0.16,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:04:13,1.0,0.25,0.75,0.25,0.0,14.86,6542.5,0.0,0.12,0.16,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:04:14,0.76,0.5,0.25,0.0,0.0,14.86,6542.5,0.0,0.12,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:15,0.76,0.25,0.5,0.0,0.0,14.86,6542.5,0.0,0.12,0.16,0.07,0.0,0.38,0.0,0.01
2026-09-13 15:04:16,1.25,0.5,0.75,0.0,0.0,14.86,6542.4,0.0,0.12,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:17,1.51,0.75,0.75,1.51,0.0,14.83,6544.7,0.0,0.11,0.16,0.07,0.25,0.78,0.0,0.01
2026-09-13 15:04:18,0.76,0.25,0.51,0.0,0.0,14.84,6543.8,0.0,0.11,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:19,10.78,9.02,1.75,0.75,0.0,14.72,6553.4,0.0,0.11,0.16,0.07,0.0,0.02,0.0,0.01
2026-09-13 15:04:20,0.76,0.25,0.51,0.0,0.0,14.64,6559.0,0.0,0.11,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:21,1.01,0.25,0.75,0.0,0.0,14.64,6559.0,0.0,0.11,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:22,1.76,1.26,0.5,0.25,0.0,14.61,6561.6,0.0,0.1,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:23,1.0,0.5,0.5,0.0,0.0,14.57,6564.8,0.0,0.1,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:24,0.76,0.0,0.51,0.25,0.25,14.45,6573.7,0.0,0.1,0.16,0.07,0.0,0.01,0.0,0.0
2026-09-13 15:04:25,10.3,8.54,1.76,0.5,0.0,14.71,6553.8,0.0,0.1,0.16,0.07,0.0,0.02,0.0,0.01
2026-09-13 15:04:26,1.26,0.5,0.76,0.0,0.0,14.73,6552.4,0.0,0.1,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:27,1.76,0.75,1.01,0.0,0.0,14.74,6551.4,0.0,0.1,0.16,0.07,0.25,0.0,0.0,0.01
2026-09-13 15:04:28,1.26,0.5,0.76,0.0,0.0,14.73,6552.5,0.0,0.1,0.16,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:04:29,1.75,0.75,1.0,0.5,0.0,14.7,6554.3,0.0,0.1,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:30,1.26,0.5,0.75,0.0,0.0,14.62,6561.0,0.0,0.1,0.16,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:31,1.26,0.51,0.76,0.25,0.0,14.6,6562.4,0.0,0.1,0.16,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:04:32,1.26,0.25,1.01,0.0,0.0,14.6,6562.6,0.0,0.09,0.15,0.07,0.0,0.0,0.0,0.01
2026-09-13 15:04:33,1.5,0.5,0.75,0.25,0.25,14.61,6561.8,0.0,0.09,0.15,0.07,0.0,0.01,0.0,0.01
2026-09-13 15:04:34,11.34,9.32,2.02,4.03,0.0,14.69,6555.5,0.0,0.09,0.15,0.07,0.02,0.02,0.0,0.01
